period,protocol_number,last_name,first_name,group,party,function,function_group,politician_id,speech_name_data,generated_id,GND,QID
11,102,Jenninger,Philipp,,CDU,Präsident,Sitzungsvorstand,11001025,Präsident Dr. Jenninger:,,11886646X,Q214060
11,102,Schulte,Dieter,,CDU,Parl. Staatssekretär beim Bundesminister für Verkehr,Bundesregierung,11002100,"Dr. Schulte, Parl. Staatssekretär beim Bundesminister für Verkehr:",33,1012385337,Q1222818
11,102,Jenninger,Philipp,,CDU,Präsident,Sitzungsvorstand,11001025,Präsident Dr. Jenninger:,,11886646X,Q214060
11,102,Dreßler,Rudolf,SPD,SPD,Abgeordnete:r,Abgeordnete:r,11000420,Dreßler (SPD):,,170620786,Q1784182
11,102,Jenninger,Philipp,,CDU,Präsident,Sitzungsvorstand,11001025,Präsident Dr. Jenninger:,,11886646X,Q214060
11,102,Blüm,Norbert,,CDU,Bundesminister für Arbeit und Sozialordnung,Bundesregierung,11000204,"Dr. Blüm, Bundesminister für Arbeit und Sozialordnung:",,118722395,Q66632
11,102,Jenninger,Philipp,,CDU,Präsident,Sitzungsvorstand,11001025,Präsident Dr. Jenninger:,,11886646X,Q214060
11,102,Kroll-Schlüter,Hermann,CDU/CSU,CDU,Abgeordnete:r,Abgeordnete:r,11001223,Kroll-Schlüter (CDU/CSU):,,189431644,Q1611872
11,102,Blüm,Norbert,,CDU,Bundesminister für Arbeit und Sozialordnung,Bundesregierung,11000204,"Dr. Blüm, Bundesminister für Arbeit und Sozialordnung:",,118722395,Q66632
11,102,Jenninger,Philipp,,CDU,Präsident,Sitzungsvorstand,11001025,Präsident Dr. Jenninger:,,11886646X,Q214060
11,102,Blüm,Norbert,,CDU,Bundesminister für Arbeit und Sozialordnung,Bundesregierung,11000204,"Dr. Blüm, Bundesminister für Arbeit und Sozialordnung:",,118722395,Q66632
11,102,Jenninger,Philipp,,CDU,Präsident,Sitzungsvorstand,11001025,Präsident Dr. Jenninger:,,11886646X,Q214060
11,102,Unruh,Gertrud,GRÜNE,GRÜNE,Abgeordnete:r,Abgeordnete:r,11002358,Frau Unruh (GRÜNE):,,143754742,Q1258185
11,102,Blüm,Norbert,,CDU,Bundesminister für Arbeit und Sozialordnung,Bundesregierung,11000204,"Dr. Blüm, Bundesminister für Arbeit und Sozialordnung:",,118722395,Q66632
11,102,Jenninger,Philipp,,CDU,Präsident,Sitzungsvorstand,11001025,Präsident Dr. Jenninger:,,11886646X,Q214060
11,102,Heyenn,Günther,SPD,SPD,Abgeordnete:r,Abgeordnete:r,11000897,Heyenn (SPD):,,1025206819,Q1561516
11,102,Blüm,Norbert,,CDU,Bundesminister für Arbeit und Sozialordnung,Bundesregierung,11000204,"Dr. Blüm, Bundesminister für Arbeit und Sozialordnung:",,118722395,Q66632
11,102,Jenninger,Philipp,,CDU,Präsident,Sitzungsvorstand,11001025,Präsident Dr. Jenninger:,,11886646X,Q214060
11,102,Bohl,Friedrich,CDU/CSU,CDU,Abgeordnete:r,Abgeordnete:r,11000230,Bohl (CDU/CSU):,,13369139X,Q90872
11,102,Jenninger,Philipp,,CDU,Präsident,Sitzungsvorstand,11001025,Präsident Dr. Jenninger:,,11886646X,Q214060
11,102,Adam-Schwaetzer,Irmgard,,FDP,Staatsminister im Auswärtigen Amt,Bundesregierung,11002120,"Frau Dr. Adam-Schwaetzer, Staatsminister im Auswärtigen Amt:",,12344084X,Q74226
11,102,Jenninger,Philipp,,CDU,Präsident,Sitzungsvorstand,11001025,Präsident Dr. Jenninger:,,11886646X,Q214060
11,102,Hoss,Willi,GRÜNE,DIE GRÜNEN/BÜNDNIS 90,Abgeordnete:r,Abgeordnete:r,11000964,Hoss (GRÜNE):,,128808543,Q2577176
11,102,Blüm,Norbert,,CDU,Bundesminister für Arbeit und Sozialordnung,Bundesregierung,11000204,"Dr. Blüm, Bundesminister für Arbeit und Sozialordnung:",,118722395,Q66632
11,102,Jenninger,Philipp,,CDU,Präsident,Sitzungsvorstand,11001025,Präsident Dr. Jenninger:,,11886646X,Q214060
11,102,Gansel,Norbert,SPD,SPD,Abgeordnete:r,Abgeordnete:r,11000631,Gansel (SPD):,,120492571,Q1670247
11,102,Jenninger,Philipp,,CDU,Präsident,Sitzungsvorstand,11001025,Präsident Dr. Jenninger:,,11886646X,Q214060
11,102,Adam-Schwaetzer,Irmgard,,FDP,Staatsminister im Auswärtigen Amt,Bundesregierung,11002120,"Frau Dr. Adam-Schwaetzer, Staatsminister im Auswärtigen Amt:",,12344084X,Q74226
11,102,Jenninger,Philipp,,CDU,Präsident,Sitzungsvorstand,11001025,Präsident Dr. Jenninger:,,11886646X,Q214060
11,102,Mechtersheimer,Alfred,GRÜNE,DIE GRÜNEN/BÜNDNIS 90,Abgeordnete:r,Abgeordnete:r,11001450,Dr. Mechtersheimer (GRÜNE):,,119054833,Q103657
11,102,Jenninger,Philipp,,CDU,Präsident,Sitzungsvorstand,11001025,Präsident Dr. Jenninger:,,11886646X,Q214060
11,102,Mechtersheimer,Alfred,GRÜNE,DIE GRÜNEN/BÜNDNIS 90,Abgeordnete:r,Abgeordnete:r,11001450,Dr. Mechtersheimer (GRÜNE):,,119054833,Q103657
11,102,Jenninger,Philipp,,CDU,Präsident,Sitzungsvorstand,11001025,Präsident Dr. Jenninger:,,11886646X,Q214060
11,102,Westphal,Heinz,,SPD,Vizepräsident,Sitzungsvorstand,11002489,Vizepräsident Westphal:,,118866869,Q87666
11,102,Voss,Friedrich,,CSU,Parl. Staatssekretär beim Bundesministerium der Finanzen,Bundesregierung,11002396,"Dr. Voss, Parl. Staatssekretär beim Bundesministerium der Finanzen:",,122384156,Q1462679
11,102,Westphal,Heinz,,SPD,Vizepräsident,Sitzungsvorstand,11002489,Vizepräsident Westphal:,,118866869,Q87666
11,102,Mechtersheimer,Alfred,GRÜNE,DIE GRÜNEN/BÜNDNIS 90,Abgeordnete:r,Abgeordnete:r,11001450,Dr. Mechtersheimer (GRÜNE):,,119054833,Q103657
11,102,Voss,Friedrich,,CSU,Parl. Staatssekretär,Bundesregierung,11002396,"Dr. Voss, Parl. Staatssekretär:",,122384156,Q1462679
11,102,Westphal,Heinz,,SPD,Vizepräsident,Sitzungsvorstand,11002489,Vizepräsident Westphal:,,118866869,Q87666
11,102,Mechtersheimer,Alfred,GRÜNE,DIE GRÜNEN/BÜNDNIS 90,Abgeordnete:r,Abgeordnete:r,11001450,Dr. Mechtersheimer (GRÜNE):,,119054833,Q103657
11,102,Voss,Friedrich,,CSU,Parl. Staatssekretär,Bundesregierung,11002396,"Dr. Voss, Parl. Staatssekretär:",,122384156,Q1462679
11,102,Westphal,Heinz,,SPD,Vizepräsident,Sitzungsvorstand,11002489,Vizepräsident Westphal:,,118866869,Q87666
11,102,Feldmann,Olaf,FDP,FDP,Abgeordnete:r,Abgeordnete:r,11000530,Dr. Feldmann (FDP) :,,171665465,Q2017948
11,102,Voss,Friedrich,,CSU,Parl. Staatssekretär,Bundesregierung,11002396,"Dr. Voss, Parl. Staatssekretär:",,122384156,Q1462679
11,102,Westphal,Heinz,,SPD,Vizepräsident,Sitzungsvorstand,11002489,Vizepräsident Westphal:,,118866869,Q87666
11,102,Voigt,Karsten D.,SPD,SPD,Abgeordnete:r,Abgeordnete:r,11002388,Voigt (Frankfurt) (SPD):,,109810503,Q90939
11,102,Voss,Friedrich,,CSU,Parl. Staatssekretär,Bundesregierung,11002396,"Dr. Voss, Parl. Staatssekretär:",,122384156,Q1462679
11,102,Westphal,Heinz,,SPD,Vizepräsident,Sitzungsvorstand,11002489,Vizepräsident Westphal:,,118866869,Q87666
11,102,Sellin,Peter,GRÜNE,GRÜNE,Abgeordnete:r,Abgeordnete:r,11002159,Sellin (GRÜNE) :,,,Q1735311
11,102,Voss,Friedrich,,CSU,Parl. Staatssekretär,Bundesregierung,11002396,"Dr. Voss, Parl. Staatssekretär:",,122384156,Q1462679
11,102,Westphal,Heinz,,SPD,Vizepräsident,Sitzungsvorstand,11002489,Vizepräsident Westphal:,,118866869,Q87666
11,102,Gansel,Norbert,SPD,SPD,Abgeordnete:r,Abgeordnete:r,11000631,Gansel (SPD):,,120492571,Q1670247
11,102,Voss,Friedrich,,CSU,Parl. Staatssekretär,Bundesregierung,11002396,"Dr. Voss, Parl. Staatssekretär:",,122384156,Q1462679
11,102,Westphal,Heinz,,SPD,Vizepräsident,Sitzungsvorstand,11002489,Vizepräsident Westphal:,,118866869,Q87666
11,102,Hirsch,Burkhard,FDP,FDP,Abgeordnete:r,Abgeordnete:r,11000908,Dr. Hirsch (FDP):,,132194058,Q107360
11,102,Voss,Friedrich,,CSU,Parl. Staatssekretär,Bundesregierung,11002396,"Dr. Voss, Parl. Staatssekretär:",,122384156,Q1462679
11,102,Westphal,Heinz,,SPD,Vizepräsident,Sitzungsvorstand,11002489,Vizepräsident Westphal:,,118866869,Q87666
11,102,Knabe,Wilhelm,GRÜNE,DIE GRÜNEN/BÜNDNIS 90,Abgeordnete:r,Abgeordnete:r,11001138,Dr. Knabe (GRÜNE):,,105278815,Q95926
11,102,Voss,Friedrich,,CSU,Parl. Staatssekretär,Bundesregierung,11002396,"Dr. Voss, Parl. Staatssekretär:",,122384156,Q1462679
11,102,Westphal,Heinz,,SPD,Vizepräsident,Sitzungsvorstand,11002489,Vizepräsident Westphal:,,118866869,Q87666
11,102,Hamm-Brücher,Hildegard,FDP,FDP,Abgeordnete:r,Abgeordnete:r,11000793,Frau Dr. Hamm-Brücher (FDP) :,,118545396,Q215201
11,102,Voss,Friedrich,,CSU,Parl. Staatssekretär,Bundesregierung,11002396,"Dr. Voss, Parl. Staatssekretär:",,122384156,Q1462679
11,102,Westphal,Heinz,,SPD,Vizepräsident,Sitzungsvorstand,11002489,Vizepräsident Westphal:,,118866869,Q87666
11,102,Sperling,Dietrich,SPD,SPD,Abgeordnete:r,Abgeordnete:r,11002196,Dr. Sperling (SPD):,,171267265,Q1224041
11,102,Voss,Friedrich,,CSU,Parl. Staatssekretär,Bundesregierung,11002396,"Dr. Voss, Parl. Staatssekretär:",,122384156,Q1462679
11,102,Westphal,Heinz,,SPD,Vizepräsident,Sitzungsvorstand,11002489,Vizepräsident Westphal:,,118866869,Q87666
11,102,Jens,Uwe,SPD,SPD,Abgeordnete:r,Abgeordnete:r,11001026,Dr. Jens (SPD):,,106813277,Q1168733
11,102,Voss,Friedrich,,CSU,Parl. Staatssekretär,Bundesregierung,11002396,"Dr. Voss, Parl. Staatssekretär:",,122384156,Q1462679
11,102,Westphal,Heinz,,SPD,Vizepräsident,Sitzungsvorstand,11002489,Vizepräsident Westphal:,,118866869,Q87666
11,102,Ehmke,Horst,SPD,SPD,Abgeordnete:r,Abgeordnete:r,11000440,Dr. Ehmke (Bonn) (SPD):,,119142554,Q71352
11,102,Voss,Friedrich,,CSU,Parl. Staatssekretär,Bundesregierung,11002396,"Dr. Voss, Parl. Staatssekretär:",,122384156,Q1462679
11,102,Westphal,Heinz,,SPD,Vizepräsident,Sitzungsvorstand,11002489,Vizepräsident Westphal:,,118866869,Q87666
11,102,Grünbeck,Josef,FDP,FDP,Abgeordnete:r,Abgeordnete:r,11000737,Grünbeck (FDP):,,120654601,Q1704703
11,102,Voss,Friedrich,,CSU,Parl. Staatssekretär,Bundesregierung,11002396,"Dr. Voss, Parl. Staatssekretär:",,122384156,Q1462679
11,102,Westphal,Heinz,,SPD,Vizepräsident,Sitzungsvorstand,11002489,Vizepräsident Westphal:,,118866869,Q87666
11,102,Wieczorek-Zeul,Heidemarie,SPD,SPD,Abgeordnete:r,Abgeordnete:r,11002503,Frau Wieczorek-Zeul (SPD):,,118767763,Q84390
11,102,Voss,Friedrich,,CSU,Parl. Staatssekretär,Bundesregierung,11002396,"Dr. Voss, Parl. Staatssekretär:",,122384156,Q1462679
11,102,Westphal,Heinz,,SPD,Vizepräsident,Sitzungsvorstand,11002489,Vizepräsident Westphal:,,118866869,Q87666
11,102,Lammert,Norbert,CDU/CSU,CDU,Abgeordnete:r,Abgeordnete:r,11001274,Dr. Lammert (CDU/CSU):,,118003674,Q57474
11,102,Voss,Friedrich,,CSU,Parl. Staatssekretär,Bundesregierung,11002396,"Dr. Voss, Parl. Staatssekretär:",,122384156,Q1462679
11,102,Westphal,Heinz,,SPD,Vizepräsident,Sitzungsvorstand,11002489,Vizepräsident Westphal:,,118866869,Q87666
11,102,Kleinert,Hubert,GRÜNE,DIE GRÜNEN/BÜNDNIS 90,Abgeordnete:r,Abgeordnete:r,11001122,Kleinert (Marburg) (GRÜNE):,,120487187,Q1633252
11,102,Voss,Friedrich,,CSU,Parl. Staatssekretär,Bundesregierung,11002396,"Dr. Voss, Parl. Staatssekretär:",,122384156,Q1462679
11,102,Westphal,Heinz,,SPD,Vizepräsident,Sitzungsvorstand,11002489,Vizepräsident Westphal:,,118866869,Q87666
11,102,de With,Hans,SPD,SPD,Abgeordnete:r,Abgeordnete:r,11002536,Dr. de With (SPD):,,108451836,Q1257864
11,102,Voss,Friedrich,,CSU,Parl. Staatssekretär,Bundesregierung,11002396,"Dr. Voss, Parl. Staatssekretär:",,122384156,Q1462679
11,102,Westphal,Heinz,,SPD,Vizepräsident,Sitzungsvorstand,11002489,Vizepräsident Westphal:,,118866869,Q87666
11,102,Stahl,Erwin,SPD,SPD,Abgeordnete:r,Abgeordnete:r,11002212,Stahl (Kempen) (SPD):,,170884686,Q1363491
11,102,Voss,Friedrich,,CSU,Parl. Staatssekretär,Bundesregierung,11002396,"Dr. Voss, Parl. Staatssekretär:",,122384156,Q1462679
11,102,Westphal,Heinz,,SPD,Vizepräsident,Sitzungsvorstand,11002489,Vizepräsident Westphal:,,118866869,Q87666
11,102,Ehmke,Horst,SPD,SPD,Abgeordnete:r,Abgeordnete:r,11000440,Dr. Ehmke (Bonn) (SPD):,,119142554,Q71352
11,102,Westphal,Heinz,,SPD,Vizepräsident,Sitzungsvorstand,11002489,Vizepräsident Westphal:,,118866869,Q87666
11,102,Kleinert,Hubert,GRÜNE,DIE GRÜNEN/BÜNDNIS 90,Abgeordnete:r,Abgeordnete:r,11001122,Kleinert (Marburg) (GRÜNE):,,120487187,Q1633252
11,102,Westphal,Heinz,,SPD,Vizepräsident,Sitzungsvorstand,11002489,Vizepräsident Westphal:,,118866869,Q87666
11,102,Laufs,Paul,CDU/CSU,CDU,Abgeordnete:r,Abgeordnete:r,11001293,Dr. Laufs (CDU/CSU):,,107052091,Q2060856
11,102,Westphal,Heinz,,SPD,Vizepräsident,Sitzungsvorstand,11002489,Vizepräsident Westphal:,,118866869,Q87666
11,102,Würzbach,Peter Kurt,,CDU,Parl. Staatssekretär beim Bundesminister der Verteidigung,Bundesregierung,11002572,"Würzbach, Parl. Staatssekretär beim Bundesminister der Verteidigung:",,1027834167,Q1700346
11,102,Westphal,Heinz,,SPD,Vizepräsident,Sitzungsvorstand,11002489,Vizepräsident Westphal:,,118866869,Q87666
11,102,Voigt,Karsten D.,SPD,SPD,Abgeordnete:r,Abgeordnete:r,11002388,Voigt (Frankfurt) (SPD):,,109810503,Q90939
11,102,Würzbach,Peter Kurt,,CDU,Parl. Staatssekretär,Bundesregierung,11002572,"Würzbach, Parl. Staatssekretär:",,1027834167,Q1700346
11,102,Westphal,Heinz,,SPD,Vizepräsident,Sitzungsvorstand,11002489,Vizepräsident Westphal:,,118866869,Q87666
11,102,Voigt,Karsten D.,SPD,SPD,Abgeordnete:r,Abgeordnete:r,11002388,Voigt (Frankfurt) (SPD):,,109810503,Q90939
11,102,Würzbach,Peter Kurt,,CDU,Parl. Staatssekretär,Bundesregierung,11002572,"Würzbach, Parl. Staatssekretär:",,1027834167,Q1700346
11,102,Westphal,Heinz,,SPD,Vizepräsident,Sitzungsvorstand,11002489,Vizepräsident Westphal:,,118866869,Q87666
11,102,Wieczorek-Zeul,Heidemarie,SPD,SPD,Abgeordnete:r,Abgeordnete:r,11002503,Frau Wieczorek-Zeul (SPD):,,118767763,Q84390
11,102,Würzbach,Peter Kurt,,CDU,Parl. Staatssekretär,Bundesregierung,11002572,"Würzbach, Parl. Staatssekretär:",,1027834167,Q1700346
11,102,Westphal,Heinz,,SPD,Vizepräsident,Sitzungsvorstand,11002489,Vizepräsident Westphal:,,118866869,Q87666
11,102,Feldmann,Olaf,FDP,FDP,Abgeordnete:r,Abgeordnete:r,11000530,Dr. Feldmann (FDP):,,171665465,Q2017948
11,102,Würzbach,Peter Kurt,,CDU,Parl. Staatssekretär,Bundesregierung,11002572,"Würzbach, Parl. Staatssekretär:",,1027834167,Q1700346
11,102,Westphal,Heinz,,SPD,Vizepräsident,Sitzungsvorstand,11002489,Vizepräsident Westphal:,,118866869,Q87666
11,102,Hamm-Brücher,Hildegard,FDP,FDP,Abgeordnete:r,Abgeordnete:r,11000793,Frau Dr. Hamm-Brücher (FDP):,,118545396,Q215201
11,102,Würzbach,Peter Kurt,,CDU,Parl. Staatssekretär,Bundesregierung,11002572,"Würzbach, Parl. Staatssekretär:",,1027834167,Q1700346
11,102,Westphal,Heinz,,SPD,Vizepräsident,Sitzungsvorstand,11002489,Vizepräsident Westphal:,,118866869,Q87666
11,102,Sperling,Dietrich,SPD,SPD,Abgeordnete:r,Abgeordnete:r,11002196,Dr. Sperling (SPD):,,171267265,Q1224041
11,102,Würzbach,Peter Kurt,,CDU,Parl. Staatssekretär,Bundesregierung,11002572,"Würzbach, Parl. Staatssekretär:",,1027834167,Q1700346
11,102,Westphal,Heinz,,SPD,Vizepräsident,Sitzungsvorstand,11002489,Vizepräsident Westphal:,,118866869,Q87666
11,102,Hirsch,Burkhard,FDP,FDP,Abgeordnete:r,Abgeordnete:r,11000908,Dr. Hirsch (FDP):,,132194058,Q107360
11,102,Würzbach,Peter Kurt,,CDU,Parl. Staatssekretär,Bundesregierung,11002572,"Würzbach, Parl. Staatssekretär:",,1027834167,Q1700346
11,102,Westphal,Heinz,,SPD,Vizepräsident,Sitzungsvorstand,11002489,Vizepräsident Westphal:,,118866869,Q87666
11,102,Gansel,Norbert,SPD,SPD,Abgeordnete:r,Abgeordnete:r,11000631,Gansel (SPD):,,120492571,Q1670247
11,102,Würzbach,Peter Kurt,,CDU,Parl. Staatssekretär,Bundesregierung,11002572,"Würzbach, Parl. Staatssekretär:",,1027834167,Q1700346
11,102,Westphal,Heinz,,SPD,Vizepräsident,Sitzungsvorstand,11002489,Vizepräsident Westphal:,,118866869,Q87666
11,102,Knabe,Wilhelm,GRÜNE,DIE GRÜNEN/BÜNDNIS 90,Abgeordnete:r,Abgeordnete:r,11001138,Dr. Knabe (GRÜNE):,,105278815,Q95926
11,102,Würzbach,Peter Kurt,,CDU,Parl. Staatssekretär,Bundesregierung,11002572,"Würzbach, Parl. Staatssekretär:",,1027834167,Q1700346
11,102,Westphal,Heinz,,SPD,Vizepräsident,Sitzungsvorstand,11002489,Vizepräsident Westphal:,,118866869,Q87666
11,102,Traupe,Brigitte,SPD,SPD,Abgeordnete:r,Abgeordnete:r,11002099,Frau Traupe (SPD) :,,1029333815,Q916655
11,102,Würzbach,Peter Kurt,,CDU,Parl. Staatssekretär,Bundesregierung,11002572,"Würzbach, Parl. Staatssekretär:",,1027834167,Q1700346
11,102,Westphal,Heinz,,SPD,Vizepräsident,Sitzungsvorstand,11002489,Vizepräsident Westphal:,,118866869,Q87666
11,102,Schmidt,Renate,SPD,SPD,Abgeordnete:r,Abgeordnete:r,11002016,Frau Schmidt (Nürnberg) (SPD):,,119101548,Q69677
11,102,Würzbach,Peter Kurt,,CDU,Parl. Staatssekretär,Bundesregierung,11002572,"Würzbach, Parl. Staatssekretär:",,1027834167,Q1700346
11,102,Westphal,Heinz,,SPD,Vizepräsident,Sitzungsvorstand,11002489,Vizepräsident Westphal:,,118866869,Q87666
11,102,Sellin,Peter,GRÜNE,GRÜNE,Abgeordnete:r,Abgeordnete:r,11002159,Sellin (GRÜNE):,,,Q1735311
11,102,Würzbach,Peter Kurt,,CDU,Parl. Staatssekretär,Bundesregierung,11002572,"Würzbach, Parl. Staatssekretär:",,1027834167,Q1700346
11,102,Westphal,Heinz,,SPD,Vizepräsident,Sitzungsvorstand,11002489,Vizepräsident Westphal:,,118866869,Q87666
11,102,Oesterle-Schwerin,Jutta,GRÜNE,DIE GRÜNEN/BÜNDNIS 90,Abgeordnete:r,Abgeordnete:r,11001637,Frau Oesterle-Schwerin (GRÜNE):,,140914331,Q101757
11,102,Würzbach,Peter Kurt,,CDU,Parl. Staatssekretär,Bundesregierung,11002572,"Würzbach, Parl. Staatssekretär:",,1027834167,Q1700346
11,102,Westphal,Heinz,,SPD,Vizepräsident,Sitzungsvorstand,11002489,Vizepräsident Westphal:,,118866869,Q87666
11,102,Mechtersheimer,Alfred,GRÜNE,DIE GRÜNEN/BÜNDNIS 90,Abgeordnete:r,Abgeordnete:r,11001450,Dr. Mechtersheimer (GRÜNE):,,119054833,Q103657
11,102,Würzbach,Peter Kurt,,CDU,Parl. Staatssekretär,Bundesregierung,11002572,"Würzbach, Parl. Staatssekretär:",,1027834167,Q1700346
11,102,Westphal,Heinz,,SPD,Vizepräsident,Sitzungsvorstand,11002489,Vizepräsident Westphal:,,118866869,Q87666
11,102,Baum,Gerhart Rudolf,FDP,FDP,Abgeordnete:r,Abgeordnete:r,11000111,Baum (FDP):,,118657615,Q518517
11,102,Würzbach,Peter Kurt,,CDU,Parl. Staatssekretär,Bundesregierung,11002572,"Würzbach, Parl. Staatssekretär:",,1027834167,Q1700346
11,102,Westphal,Heinz,,SPD,Vizepräsident,Sitzungsvorstand,11002489,Vizepräsident Westphal:,,118866869,Q87666
11,102,de With,Hans,SPD,SPD,Abgeordnete:r,Abgeordnete:r,11002536,Dr. de With (SPD):,,108451836,Q1257864
11,102,Würzbach,Peter Kurt,,CDU,Parl. Staatssekretär,Bundesregierung,11002572,"Würzbach, Parl. Staatssekretär:",,1027834167,Q1700346
11,102,Westphal,Heinz,,SPD,Vizepräsident,Sitzungsvorstand,11002489,Vizepräsident Westphal:,,118866869,Q87666
11,102,Vahlberg,Jürgen,SPD,SPD,Abgeordnete:r,Abgeordnete:r,11002361,Vahlberg (SPD):,,102746033X,Q1717788
11,102,Würzbach,Peter Kurt,,CDU,Parl. Staatssekretär,Bundesregierung,11002572,"Würzbach, Parl. Staatssekretär:",,1027834167,Q1700346
11,102,Westphal,Heinz,,SPD,Vizepräsident,Sitzungsvorstand,11002489,Vizepräsident Westphal:,,118866869,Q87666
11,102,Stoltenberg,Gerhard,,CDU,Bundesminister der Finanzen,Bundesregierung,11002259,"Dr. Stoltenberg, Bundesminister der Finanzen:",,118618601,Q62214
11,102,Westphal,Heinz,,SPD,Vizepräsident,Sitzungsvorstand,11002489,Vizepräsident Westphal:,,118866869,Q87666
11,102,Mechtersheimer,Alfred,GRÜNE,DIE GRÜNEN/BÜNDNIS 90,Abgeordnete:r,Abgeordnete:r,11001450,Dr. Mechtersheimer (GRÜNE):,,119054833,Q103657
11,102,Stoltenberg,Gerhard,,CDU,Bundesminister,Bundesregierung,11002259,"Dr. Stoltenberg, Bundesminister:",,118618601,Q62214
11,102,Westphal,Heinz,,SPD,Vizepräsident,Sitzungsvorstand,11002489,Vizepräsident Westphal:,,118866869,Q87666
11,102,Mechtersheimer,Alfred,GRÜNE,DIE GRÜNEN/BÜNDNIS 90,Abgeordnete:r,Abgeordnete:r,11001450,Dr. Mechtersheimer (GRÜNE):,,119054833,Q103657
11,102,Stoltenberg,Gerhard,,CDU,Bundesminister,Bundesregierung,11002259,"Dr. Stoltenberg, Bundesminister:",,118618601,Q62214
11,102,Westphal,Heinz,,SPD,Vizepräsident,Sitzungsvorstand,11002489,Vizepräsident Westphal:,,118866869,Q87666
11,102,Feldmann,Olaf,FDP,FDP,Abgeordnete:r,Abgeordnete:r,11000530,Dr. Feldmann (FDP):,,171665465,Q2017948
11,102,Stoltenberg,Gerhard,,CDU,Bundesminister,Bundesregierung,11002259,"Dr. Stoltenberg, Bundesminister:",,118618601,Q62214
11,102,Westphal,Heinz,,SPD,Vizepräsident,Sitzungsvorstand,11002489,Vizepräsident Westphal:,,118866869,Q87666
11,102,Sellin,Peter,GRÜNE,GRÜNE,Abgeordnete:r,Abgeordnete:r,11002159,Sellin (GRÜNE):,,,Q1735311
11,102,Stoltenberg,Gerhard,,CDU,Bundesminister,Bundesregierung,11002259,"Dr. Stoltenberg, Bundesminister:",,118618601,Q62214
11,102,Westphal,Heinz,,SPD,Vizepräsident,Sitzungsvorstand,11002489,Vizepräsident Westphal:,,118866869,Q87666
11,102,Hamm-Brücher,Hildegard,FDP,FDP,Abgeordnete:r,Abgeordnete:r,11000793,Frau Dr. Hamm-Brücher (FDP) :,,118545396,Q215201
11,102,Stoltenberg,Gerhard,,CDU,Bundesminister der Finanzen,Bundesregierung,11002259,"Dr. Stoltenberg, Bundesminister der Finanzen:",,118618601,Q62214
11,102,Westphal,Heinz,,SPD,Vizepräsident,Sitzungsvorstand,11002489,Vizepräsident Westphal:,,118866869,Q87666
11,102,Wieczorek-Zeul,Heidemarie,SPD,SPD,Abgeordnete:r,Abgeordnete:r,11002503,Frau Wieczorek-Zeul (SPD):,,118767763,Q84390
11,102,Stoltenberg,Gerhard,,CDU,Bundesminister der Finanzen,Bundesregierung,11002259,"Dr. Stoltenberg, Bundesminister der Finanzen:",,118618601,Q62214
11,102,Westphal,Heinz,,SPD,Vizepräsident,Sitzungsvorstand,11002489,Vizepräsident Westphal:,,118866869,Q87666
11,102,Gansel,Norbert,SPD,SPD,Abgeordnete:r,Abgeordnete:r,11000631,Gansel (SPD):,,120492571,Q1670247
11,102,Stoltenberg,Gerhard,,CDU,Bundesminister der Finanzen,Bundesregierung,11002259,"Dr. Stoltenberg, Bundesminister der Finanzen:",,118618601,Q62214
11,102,Westphal,Heinz,,SPD,Vizepräsident,Sitzungsvorstand,11002489,Vizepräsident Westphal:,,118866869,Q87666
11,102,Sperling,Dietrich,SPD,SPD,Abgeordnete:r,Abgeordnete:r,11002196,Dr. Sperling (SPD):,,171267265,Q1224041
11,102,Stoltenberg,Gerhard,,CDU,Bundesminister,Bundesregierung,11002259,"Dr. Stoltenberg, Bundesminister:",,118618601,Q62214
11,102,Westphal,Heinz,,SPD,Vizepräsident,Sitzungsvorstand,11002489,Vizepräsident Westphal:,,118866869,Q87666
11,102,Voigt,Karsten D.,SPD,SPD,Abgeordnete:r,Abgeordnete:r,11002388,Voigt (Frankfurt) (SPD):,,109810503,Q90939
11,102,Stoltenberg,Gerhard,,CDU,Bundesminister,Bundesregierung,11002259,"Dr. Stoltenberg, Bundesminister:",,118618601,Q62214
11,102,Westphal,Heinz,,SPD,Vizepräsident,Sitzungsvorstand,11002489,Vizepräsident Westphal:,,118866869,Q87666
11,102,Schmidt,Renate,SPD,SPD,Abgeordnete:r,Abgeordnete:r,11002016,Frau Schmidt (Nürnberg) (SPD):,,119101548,Q69677
11,102,Stoltenberg,Gerhard,,CDU,Bundesminister,Bundesregierung,11002259,"Dr. Stoltenberg, Bundesminister:",,118618601,Q62214
11,102,Westphal,Heinz,,SPD,Vizepräsident,Sitzungsvorstand,11002489,Vizepräsident Westphal:,,118866869,Q87666
11,102,Kleinert,Hubert,GRÜNE,DIE GRÜNEN/BÜNDNIS 90,Abgeordnete:r,Abgeordnete:r,11001122,Kleinert (Marburg) (GRÜNE):,,120487187,Q1633252
11,102,Stoltenberg,Gerhard,,CDU,Bundesminister,Bundesregierung,11002259,"Dr. Stoltenberg, Bundesminister:",,118618601,Q62214
11,102,Westphal,Heinz,,SPD,Vizepräsident,Sitzungsvorstand,11002489,Vizepräsident Westphal:,,118866869,Q87666
11,102,Hirsch,Burkhard,FDP,FDP,Abgeordnete:r,Abgeordnete:r,11000908,Dr. Hirsch (FDP):,,132194058,Q107360
